date,game_pk,away_score,away_team,home_team,home_score,win_team,lose_team,win_score,lose_score
2026-05-03,824364,11,Atlanta Braves,Colorado Rockies,6,Atlanta Braves,Colorado Rockies,11,6
2026-05-03,825013,1,Cleveland Guardians,Athletics,7,Athletics,Cleveland Guardians,7,1
2026-05-03,824043,5,New York Mets,Los Angeles Angels,1,New York Mets,Los Angeles Angels,5,1
2026-05-03,823145,4,Kansas City Royals,Seattle Mariners,1,Kansas City Royals,Seattle Mariners,4,1
2026-05-03,823307,3,Chicago White Sox,San Diego Padres,4,San Diego Padres,Chicago White Sox,4,3
2026-05-03,824285,1,Texas Rangers,Detroit Tigers,7,Detroit Tigers,Texas Rangers,7,1
2026-05-04,824363,4,New York Mets,Colorado Rockies,2,New York Mets,Colorado Rockies,4,2
2026-05-04,824283,5,Boston Red Sox,Detroit Tigers,4,Boston Red Sox,Detroit Tigers,5,4
2026-05-04,822984,1,Toronto Blue Jays,Tampa Bay Rays,5,Tampa Bay Rays,Toronto Blue Jays,5,1
2026-05-04,823874,1,Philadelphia Phillies,Miami Marlins,0,Philadelphia Phillies,Miami Marlins,1,0
2026-05-04,823552,1,Baltimore Orioles,New York Yankees,12,New York Yankees,Baltimore Orioles,12,1
2026-05-04,824684,4,Cincinnati Reds,Chicago Cubs,5,Chicago Cubs,Cincinnati Reds,5,4
2026-05-04,824120,2,Cleveland Guardians,Kansas City Royals,6,Kansas City Royals,Cleveland Guardians,6,2
2026-05-04,823064,3,Milwaukee Brewers,St. Louis Cardinals,6,St. Louis Cardinals,Milwaukee Brewers,6,3
2026-05-04,824201,8,Los Angeles Dodgers,Houston Astros,3,Los Angeles Dodgers,Houston Astros,8,3
2026-05-04,824039,6,Chicago White Sox,Los Angeles Angels,0,Chicago White Sox,Los Angeles Angels,6,0
2026-05-04,823143,4,Atlanta Braves,Seattle Mariners,5,Seattle Mariners,Atlanta Braves,5,4
2026-05-04,823228,2,San Diego Padres,San Francisco Giants,3,San Francisco Giants,San Diego Padres,3,2
2026-05-05,824281,10,Boston Red Sox,Detroit Tigers,3,Boston Red Sox,Detroit Tigers,10,3
2026-05-05,822986,3,Toronto Blue Jays,Tampa Bay Rays,4,Tampa Bay Rays,Toronto Blue Jays,4,3
2026-05-05,823469,1,Athletics,Philadelphia Phillies,9,Philadelphia Phillies,Athletics,9,1
2026-05-05,823873,9,Baltimore Orioles,Miami Marlins,7,Baltimore Orioles,Miami Marlins,9,7
2026-05-05,822743,11,Minnesota Twins,Washington Nationals,3,Minnesota Twins,Washington Nationals,11,3
2026-05-05,823553,4,Texas Rangers,New York Yankees,7,New York Yankees,Texas Rangers,7,4
2026-05-05,824682,2,Cincinnati Reds,Chicago Cubs,3,Chicago Cubs,Cincinnati Reds,3,2
2026-05-05,824119,3,Cleveland Guardians,Kansas City Royals,5,Kansas City Royals,Cleveland Guardians,5,3
2026-05-05,824200,1,Los Angeles Dodgers,Houston Astros,2,Houston Astros,Los Angeles Dodgers,2,1
2026-05-05,824040,3,Chicago White Sox,Los Angeles Angels,4,Los Angeles Angels,Chicago White Sox,4,3
2026-05-05,825092,0,Pittsburgh Pirates,Arizona Diamondbacks,9,Arizona Diamondbacks,Pittsburgh Pirates,9,0
2026-05-05,823142,3,Atlanta Braves,Seattle Mariners,2,Atlanta Braves,Seattle Mariners,3,2
2026-05-05,823227,10,San Diego Padres,San Francisco Giants,5,San Diego Padres,San Francisco Giants,10,5
2026-05-06,822985,0,Toronto Blue Jays,Tampa Bay Rays,3,Tampa Bay Rays,Toronto Blue Jays,3,0
2026-05-06,823063,6,Milwaukee Brewers,St. Louis Cardinals,2,Milwaukee Brewers,St. Louis Cardinals,6,2
2026-05-06,824198,12,Los Angeles Dodgers,Houston Astros,2,Los Angeles Dodgers,Houston Astros,12,2
2026-05-06,823226,5,San Diego Padres,San Francisco Giants,1,San Diego Padres,San Francisco Giants,5,1
2026-05-06,824036,2,Chicago White Sox,Los Angeles Angels,8,Los Angeles Angels,Chicago White Sox,8,2
2026-05-06,823141,1,Atlanta Braves,Seattle Mariners,3,Seattle Mariners,Atlanta Braves,3,1
2026-05-06,824282,4,Boston Red Sox,Detroit Tigers,0,Boston Red Sox,Detroit Tigers,4,0
2026-05-06,823470,3,Athletics,Philadelphia Phillies,6,Philadelphia Phillies,Athletics,6,3
2026-05-06,823872,7,Baltimore Orioles,Miami Marlins,4,Baltimore Orioles,Miami Marlins,7,4
2026-05-06,822740,2,Minnesota Twins,Washington Nationals,15,Washington Nationals,Minnesota Twins,15,2
2026-05-06,823550,6,Texas Rangers,New York Yankees,1,Texas Rangers,New York Yankees,6,1
2026-05-06,824683,6,Cincinnati Reds,Chicago Cubs,7,Chicago Cubs,Cincinnati Reds,7,6
2026-05-06,824118,3,Cleveland Guardians,Kansas City Royals,1,Cleveland Guardians,Kansas City Royals,3,1
2026-05-06,824361,10,New York Mets,Colorado Rockies,5,New York Mets,Colorado Rockies,10,5
2026-05-06,825091,1,Pittsburgh Pirates,Arizona Diamondbacks,0,Pittsburgh Pirates,Arizona Diamondbacks,1,0
2026-05-07,823551,2,Texas Rangers,New York Yankees,9,New York Yankees,Texas Rangers,9,2
2026-05-07,822741,5,Minnesota Twins,Washington Nationals,7,Washington Nationals,Minnesota Twins,7,5
2026-05-07,824117,8,Cleveland Guardians,Kansas City Royals,5,Cleveland Guardians,Kansas City Royals,8,5
2026-05-07,824681,3,Cincinnati Reds,Chicago Cubs,8,Chicago Cubs,Cincinnati Reds,8,3
2026-05-07,824362,2,New York Mets,Colorado Rockies,6,Colorado Rockies,New York Mets,6,2
2026-05-07,825090,4,Pittsburgh Pirates,Arizona Diamondbacks,2,Pittsburgh Pirates,Arizona Diamondbacks,4,2
2026-05-07,823467,12,Athletics,Philadelphia Phillies,1,Athletics,Philadelphia Phillies,12,1
2026-05-07,823870,3,Baltimore Orioles,Miami Marlins,4,Miami Marlins,Baltimore Orioles,4,3
2026-05-07,824767,8,Tampa Bay Rays,Boston Red Sox,4,Tampa Bay Rays,Boston Red Sox,8,4
2026-05-07,823306,2,St. Louis Cardinals,San Diego Padres,1,St. Louis Cardinals,San Diego Padres,2,1
2026-05-08,824522,10,Houston Astros,Cincinnati Reds,0,Houston Astros,Cincinnati Reds,10,0
2026-05-08,823466,9,Colorado Rockies,Philadelphia Phillies,7,Colorado Rockies,Philadelphia Phillies,9,7
2026-05-08,824846,4,Athletics,Baltimore Orioles,3,Athletics,Baltimore Orioles,4,3
2026-05-08,822822,0,Los Angeles Angels,Toronto Blue Jays,2,Toronto Blue Jays,Los Angeles Angels,2,0
2026-05-08,824768,0,Tampa Bay Rays,Boston Red Sox,2,Boston Red Sox,Tampa Bay Rays,2,0
2026-05-08,823871,3,Washington Nationals,Miami Marlins,2,Washington Nationals,Miami Marlins,3,2
2026-05-08,824443,4,Minnesota Twins,Cleveland Guardians,6,Cleveland Guardians,Minnesota Twins,6,4
2026-05-08,824116,3,Detroit Tigers,Kansas City Royals,4,Kansas City Royals,Detroit Tigers,4,3
2026-05-08,824607,12,Seattle Mariners,Chicago White Sox,8,Seattle Mariners,Chicago White Sox,12,8
2026-05-08,823794,0,New York Yankees,Milwaukee Brewers,6,Milwaukee Brewers,New York Yankees,6,0
2026-05-08,822904,7,Chicago Cubs,Texas Rangers,1,Chicago Cubs,Texas Rangers,7,1
2026-05-08,825088,3,New York Mets,Arizona Diamondbacks,1,New York Mets,Arizona Diamondbacks,3,1
2026-05-08,823303,6,St. Louis Cardinals,San Diego Padres,0,St. Louis Cardinals,San Diego Padres,6,0
2026-05-08,823957,1,Atlanta Braves,Los Angeles Dodgers,3,Los Angeles Dodgers,Atlanta Braves,3,1
2026-05-08,823225,2,Pittsburgh Pirates,San Francisco Giants,5,San Francisco Giants,Pittsburgh Pirates,5,2
2026-05-09,822820,1,Los Angeles Angels,Toronto Blue Jays,14,Toronto Blue Jays,Los Angeles Angels,14,1
2026-05-09,824847,6,Athletics,Baltimore Orioles,2,Athletics,Baltimore Orioles,6,2
2026-05-09,824523,1,Houston Astros,Cincinnati Reds,3,Cincinnati Reds,Houston Astros,3,1
2026-05-09,823869,7,Washington Nationals,Miami Marlins,8,Miami Marlins,Washington Nationals,8,7
2026-05-09,823468,3,Colorado Rockies,Philadelphia Phillies,9,Philadelphia Phillies,Colorado Rockies,9,3
2026-05-09,824444,2,Minnesota Twins,Cleveland Guardians,1,Minnesota Twins,Cleveland Guardians,2,1
2026-05-09,822905,0,Chicago Cubs,Texas Rangers,6,Texas Rangers,Chicago Cubs,6,0
2026-05-09,824115,1,Detroit Tigers,Kansas City Royals,5,Kansas City Royals,Detroit Tigers,5,1
2026-05-09,824606,1,Seattle Mariners,Chicago White Sox,6,Chicago White Sox,Seattle Mariners,6,1
2026-05-09,823792,3,New York Yankees,Milwaukee Brewers,4,Milwaukee Brewers,New York Yankees,4,3
2026-05-09,825089,1,New York Mets,Arizona Diamondbacks,2,Arizona Diamondbacks,New York Mets,2,1
2026-05-09,823304,2,St. Louis Cardinals,San Diego Padres,4,San Diego Padres,St. Louis Cardinals,4,2
2026-05-09,823224,13,Pittsburgh Pirates,San Francisco Giants,3,Pittsburgh Pirates,San Francisco Giants,13,3
2026-05-09,823955,7,Atlanta Braves,Los Angeles Dodgers,2,Atlanta Braves,Los Angeles Dodgers,7,2
2026-05-10,823868,2,Washington Nationals,Miami Marlins,5,Miami Marlins,Washington Nationals,5,2
2026-05-10,824845,1,Athletics,Baltimore Orioles,2,Baltimore Orioles,Athletics,2,1
2026-05-10,824765,4,Tampa Bay Rays,Boston Red Sox,1,Tampa Bay Rays,Boston Red Sox,4,1
2026-05-10,823463,0,Colorado Rockies,Philadelphia Phillies,6,Philadelphia Phillies,Colorado Rockies,6,0
2026-05-10,822819,6,Los Angeles Angels,Toronto Blue Jays,1,Los Angeles Angels,Toronto Blue Jays,6,1
2026-05-10,824520,0,Houston Astros,Cincinnati Reds,5,Cincinnati Reds,Houston Astros,5,0
2026-05-10,824440,5,Minnesota Twins,Cleveland Guardians,4,Minnesota Twins,Cleveland Guardians,5,4
2026-05-10,824605,1,Seattle Mariners,Chicago White Sox,2,Chicago White Sox,Seattle Mariners,2,1
2026-05-10,823793,3,New York Yankees,Milwaukee Brewers,4,Milwaukee Brewers,New York Yankees,4,3
2026-05-10,822902,0,Chicago Cubs,Texas Rangers,3,Texas Rangers,Chicago Cubs,3,0
2026-05-10,823221,6,Pittsburgh Pirates,San Francisco Giants,7,San Francisco Giants,Pittsburgh Pirates,7,6
2026-05-10,825085,1,New York Mets,Arizona Diamondbacks,5,Arizona Diamondbacks,New York Mets,5,1
2026-05-10,823305,2,St. Louis Cardinals,San Diego Padres,3,San Diego Padres,St. Louis Cardinals,3,2
2026-05-10,823954,7,Atlanta Braves,Los Angeles Dodgers,2,Atlanta Braves,Los Angeles Dodgers,7,2
2026-05-10,824113,6,Detroit Tigers,Kansas City Royals,3,Detroit Tigers,Kansas City Royals,6,3
2026-05-11,824441,2,Los Angeles Angels,Cleveland Guardians,7,Cleveland Guardians,Los Angeles Angels,7,2
2026-05-11,824844,2,New York Yankees,Baltimore Orioles,3,Baltimore Orioles,New York Yankees,3,2
2026-05-11,822818,8,Tampa Bay Rays,Toronto Blue Jays,5,Tampa Bay Rays,Toronto Blue Jays,8,5
2026-05-11,822901,1,Arizona Diamondbacks,Texas Rangers,0,Arizona Diamondbacks,Texas Rangers,1,0
2026-05-11,824199,3,Seattle Mariners,Houston Astros,1,Seattle Mariners,Houston Astros,3,1
2026-05-11,823953,9,San Francisco Giants,Los Angeles Dodgers,3,San Francisco Giants,Los Angeles Dodgers,9,3
2026-05-12,824442,2,Los Angeles Angels,Cleveland Guardians,3,Cleveland Guardians,Los Angeles Angels,3,2
2026-05-12,824843,6,New York Yankees,Baltimore Orioles,2,New York Yankees,Baltimore Orioles,6,2
2026-05-12,824521,10,Washington Nationals,Cincinnati Reds,4,Washington Nationals,Cincinnati Reds,10,4
2026-05-12,823385,1,Colorado Rockies,Pittsburgh Pirates,3,Pittsburgh Pirates,Colorado Rockies,3,1
2026-05-12,824764,2,Philadelphia Phillies,Boston Red Sox,1,Philadelphia Phillies,Boston Red Sox,2,1
2026-05-12,822817,7,Tampa Bay Rays,Toronto Blue Jays,6,Tampa Bay Rays,Toronto Blue Jays,7,6
2026-05-12,823632,2,Detroit Tigers,New York Mets,10,New York Mets,Detroit Tigers,10,2
2026-05-12,824927,2,Chicago Cubs,Atlanta Braves,5,Atlanta Braves,Chicago Cubs,5,2
2026-05-12,824604,5,Kansas City Royals,Chicago White Sox,6,Chicago White Sox,Kansas City Royals,6,5
2026-05-12,823712,0,Miami Marlins,Minnesota Twins,3,Minnesota Twins,Miami Marlins,3,0
2026-05-12,823790,4,San Diego Padres,Milwaukee Brewers,6,Milwaukee Brewers,San Diego Padres,6,4
2026-05-12,822903,4,Arizona Diamondbacks,Texas Rangers,7,Texas Rangers,Arizona Diamondbacks,7,4
2026-05-12,824197,10,Seattle Mariners,Houston Astros,2,Seattle Mariners,Houston Astros,10,2
2026-05-12,825011,6,St. Louis Cardinals,Athletics,4,St. Louis Cardinals,Athletics,6,4
2026-05-12,823951,6,San Francisco Giants,Los Angeles Dodgers,2,San Francisco Giants,Los Angeles Dodgers,6,2
2026-05-13,824841,0,New York Yankees,Baltimore Orioles,7,Baltimore Orioles,New York Yankees,7,0
2026-05-13,824438,2,Los Angeles Angels,Cleveland Guardians,4,Cleveland Guardians,Los Angeles Angels,4,2
2026-05-13,824519,8,Washington Nationals,Cincinnati Reds,7,Washington Nationals,Cincinnati Reds,8,7
2026-05-13,823386,10,Colorado Rockies,Pittsburgh Pirates,4,Colorado Rockies,Pittsburgh Pirates,10,4
2026-05-13,824763,1,Philadelphia Phillies,Boston Red Sox,3,Boston Red Sox,Philadelphia Phillies,3,1
2026-05-13,822815,3,Tampa Bay Rays,Toronto Blue Jays,5,Toronto Blue Jays,Tampa Bay Rays,5,3
2026-05-13,823631,2,Detroit Tigers,New York Mets,3,New York Mets,Detroit Tigers,3,2
2026-05-13,824928,1,Chicago Cubs,Atlanta Braves,4,Atlanta Braves,Chicago Cubs,4,1
2026-05-13,824603,5,Kansas City Royals,Chicago White Sox,6,Chicago White Sox,Kansas City Royals,6,5
2026-05-13,823710,9,Miami Marlins,Minnesota Twins,5,Miami Marlins,Minnesota Twins,9,5
2026-05-13,823791,3,San Diego Padres,Milwaukee Brewers,1,San Diego Padres,Milwaukee Brewers,3,1
2026-05-13,822900,5,Arizona Diamondbacks,Texas Rangers,6,Texas Rangers,Arizona Diamondbacks,6,5
2026-05-13,824195,3,Seattle Mariners,Houston Astros,4,Houston Astros,Seattle Mariners,4,3
2026-05-13,825010,2,St. Louis Cardinals,Athletics,6,Athletics,St. Louis Cardinals,6,2
2026-05-13,823952,0,San Francisco Giants,Los Angeles Dodgers,4,Los Angeles Dodgers,San Francisco Giants,4,0
2026-05-14,823383,2,Colorado Rockies,Pittsburgh Pirates,7,Pittsburgh Pirates,Colorado Rockies,7,2
2026-05-14,824517,1,Washington Nationals,Cincinnati Reds,15,Cincinnati Reds,Washington Nationals,15,1
2026-05-14,823630,4,Detroit Tigers,New York Mets,9,New York Mets,Detroit Tigers,9,4
2026-05-14,823709,1,Miami Marlins,Minnesota Twins,9,Minnesota Twins,Miami Marlins,9,1
2026-05-14,823789,1,San Diego Padres,Milwaukee Brewers,7,Milwaukee Brewers,San Diego Padres,7,1
2026-05-14,824196,8,Seattle Mariners,Houston Astros,3,Seattle Mariners,Houston Astros,8,3
2026-05-14,825008,5,St. Louis Cardinals,Athletics,4,St. Louis Cardinals,Athletics,5,4
2026-05-14,824762,3,Philadelphia Phillies,Boston Red Sox,1,Philadelphia Phillies,Boston Red Sox,3,1
2026-05-14,824926,2,Chicago Cubs,Atlanta Braves,0,Chicago Cubs,Atlanta Braves,2,0
2026-05-14,824602,2,Kansas City Royals,Chicago White Sox,6,Chicago White Sox,Kansas City Royals,6,2
2026-05-14,823950,2,San Francisco Giants,Los Angeles Dodgers,5,Los Angeles Dodgers,San Francisco Giants,5,2
2026-05-15,823384,11,Philadelphia Phillies,Pittsburgh Pirates,9,Philadelphia Phillies,Pittsburgh Pirates,11,9
2026-05-15,822739,2,Baltimore Orioles,Washington Nationals,3,Washington Nationals,Baltimore Orioles,3,2
2026-05-15,824280,2,Toronto Blue Jays,Detroit Tigers,3,Detroit Tigers,Toronto Blue Jays,3,2
2026-05-15,824439,7,Cincinnati Reds,Cleveland Guardians,6,Cincinnati Reds,Cleveland Guardians,7,6
2026-05-15,822983,2,Miami Marlins,Tampa Bay Rays,7,Tampa Bay Rays,Miami Marlins,7,2
2026-05-15,823707,3,Milwaukee Brewers,Minnesota Twins,2,Milwaukee Brewers,Minnesota Twins,3,2
2026-05-15,824925,2,Boston Red Sox,Atlanta Braves,3,Atlanta Braves,Boston Red Sox,3,2
2026-05-15,823629,5,New York Yankees,New York Mets,2,New York Yankees,New York Mets,5,2
2026-05-15,824601,10,Chicago Cubs,Chicago White Sox,5,Chicago Cubs,Chicago White Sox,10,5
2026-05-15,824194,0,Texas Rangers,Houston Astros,2,Houston Astros,Texas Rangers,2,0
2026-05-15,823061,4,Kansas City Royals,St. Louis Cardinals,5,St. Louis Cardinals,Kansas City Royals,5,4
2026-05-15,824360,9,Arizona Diamondbacks,Colorado Rockies,1,Arizona Diamondbacks,Colorado Rockies,9,1
2026-05-15,824037,6,Los Angeles Dodgers,Los Angeles Angels,0,Los Angeles Dodgers,Los Angeles Angels,6,0
2026-05-15,823140,2,San Diego Padres,Seattle Mariners,0,San Diego Padres,Seattle Mariners,2,0
2026-05-15,825009,2,San Francisco Giants,Athletics,5,Athletics,San Francisco Giants,5,2
2026-05-16,824278,2,Toronto Blue Jays,Detroit Tigers,1,Toronto Blue Jays,Detroit Tigers,2,1
2026-05-16,823060,2,Kansas City Royals,St. Louis Cardinals,4,St. Louis Cardinals,Kansas City Royals,4,2
2026-05-16,824359,2,Arizona Diamondbacks,Colorado Rockies,4,Colorado Rockies,Arizona Diamondbacks,4,2
2026-05-16,822737,3,Baltimore Orioles,Washington Nationals,13,Washington Nationals,Baltimore Orioles,13,3
2026-05-16,823382,6,Philadelphia Phillies,Pittsburgh Pirates,0,Philadelphia Phillies,Pittsburgh Pirates,6,0
2026-05-16,822981,10,Miami Marlins,Tampa Bay Rays,5,Miami Marlins,Tampa Bay Rays,10,5
2026-05-16,824435,4,Cincinnati Reds,Cleveland Guardians,7,Cleveland Guardians,Cincinnati Reds,7,4
2026-05-16,824193,1,Texas Rangers,Houston Astros,4,Houston Astros,Texas Rangers,4,1
2026-05-16,824600,3,Chicago Cubs,Chicago White Sox,8,Chicago White Sox,Chicago Cubs,8,3
2026-05-16,823706,2,Milwaukee Brewers,Minnesota Twins,1,Milwaukee Brewers,Minnesota Twins,2,1
2026-05-16,823139,7,San Diego Padres,Seattle Mariners,4,San Diego Padres,Seattle Mariners,7,4
2026-05-16,824924,3,Boston Red Sox,Atlanta Braves,2,Boston Red Sox,Atlanta Braves,3,2
2026-05-16,823627,3,New York Yankees,New York Mets,6,New York Mets,New York Yankees,6,3
2026-05-16,824038,15,Los Angeles Dodgers,Los Angeles Angels,2,Los Angeles Dodgers,Los Angeles Angels,15,2
2026-05-16,825007,6,San Francisco Giants,Athletics,4,San Francisco Giants,Athletics,6,4
2026-05-17,822982,3,Miami Marlins,Tampa Bay Rays,6,Tampa Bay Rays,Miami Marlins,6,3
2026-05-17,822738,7,Baltimore Orioles,Washington Nationals,3,Baltimore Orioles,Washington Nationals,7,3
2026-05-17,823381,6,Philadelphia Phillies,Pittsburgh Pirates,0,Philadelphia Phillies,Pittsburgh Pirates,6,0
2026-05-17,824923,1,Boston Red Sox,Atlanta Braves,8,Atlanta Braves,Boston Red Sox,8,1
2026-05-17,824436,3,Cincinnati Reds,Cleveland Guardians,10,Cleveland Guardians,Cincinnati Reds,10,3
2026-05-17,824279,4,Toronto Blue Jays,Detroit Tigers,1,Toronto Blue Jays,Detroit Tigers,4,1
2026-05-17,823628,6,New York Yankees,New York Mets,7,New York Mets,New York Yankees,7,6
2026-05-17,824192,8,Texas Rangers,Houston Astros,0,Texas Rangers,Houston Astros,8,0
2026-05-17,824599,8,Chicago Cubs,Chicago White Sox,9,Chicago White Sox,Chicago Cubs,9,8
2026-05-17,823708,4,Milwaukee Brewers,Minnesota Twins,5,Minnesota Twins,Milwaukee Brewers,5,4
2026-05-17,823058,2,Kansas City Royals,St. Louis Cardinals,0,Kansas City Royals,St. Louis Cardinals,2,0
2026-05-17,824358,8,Arizona Diamondbacks,Colorado Rockies,6,Arizona Diamondbacks,Colorado Rockies,8,6
2026-05-17,825006,10,San Francisco Giants,Athletics,1,San Francisco Giants,Athletics,10,1
2026-05-17,824034,10,Los Angeles Dodgers,Los Angeles Angels,1,Los Angeles Dodgers,Los Angeles Angels,10,1
2026-05-17,823138,8,San Diego Padres,Seattle Mariners,3,San Diego Padres,Seattle Mariners,8,3
2026-05-18,824277,8,Cleveland Guardians,Detroit Tigers,2,Cleveland Guardians,Detroit Tigers,8,2
2026-05-18,822980,6,Baltimore Orioles,Tampa Bay Rays,16,Tampa Bay Rays,Baltimore Orioles,16,6
2026-05-18,823465,4,Cincinnati Reds,Philadelphia Phillies,5,Philadelphia Phillies,Cincinnati Reds,5,4
2026-05-18,823867,0,Atlanta Braves,Miami Marlins,12,Miami Marlins,Atlanta Braves,12,0
2026-05-18,822734,16,New York Mets,Washington Nationals,7,New York Mets,Washington Nationals,16,7
2026-05-18,823549,6,Toronto Blue Jays,New York Yankees,7,New York Yankees,Toronto Blue Jays,7,6
2026-05-18,824114,3,Boston Red Sox,Kansas City Royals,1,Boston Red Sox,Kansas City Royals,3,1
2026-05-18,823705,3,Houston Astros,Minnesota Twins,6,Minnesota Twins,Houston Astros,6,3
2026-05-18,824680,9,Milwaukee Brewers,Chicago Cubs,3,Milwaukee Brewers,Chicago Cubs,9,3
2026-05-18,824357,6,Texas Rangers,Colorado Rockies,7,Colorado Rockies,Texas Rangers,7,6
2026-05-18,824035,1,Athletics,Los Angeles Angels,2,Los Angeles Angels,Athletics,2,1
2026-05-18,823301,0,Los Angeles Dodgers,San Diego Padres,1,San Diego Padres,Los Angeles Dodgers,1,0
2026-05-18,825087,2,San Francisco Giants,Arizona Diamondbacks,12,Arizona Diamondbacks,San Francisco Giants,12,2
2026-05-18,823137,1,Chicago White Sox,Seattle Mariners,6,Seattle Mariners,Chicago White Sox,6,1
2026-05-19,823865,8,Atlanta Braves,Miami Marlins,4,Atlanta Braves,Miami Marlins,8,4
2026-05-19,824276,4,Cleveland Guardians,Detroit Tigers,3,Cleveland Guardians,Detroit Tigers,4,3
2026-05-19,822979,1,Baltimore Orioles,Tampa Bay Rays,4,Tampa Bay Rays,Baltimore Orioles,4,1
2026-05-19,823464,4,Cincinnati Reds,Philadelphia Phillies,1,Cincinnati Reds,Philadelphia Phillies,4,1
2026-05-19,822736,6,New York Mets,Washington Nationals,9,Washington Nationals,New York Mets,9,6
2026-05-19,823548,4,Toronto Blue Jays,New York Yankees,5,New York Yankees,Toronto Blue Jays,5,4
2026-05-19,824112,7,Boston Red Sox,Kansas City Royals,1,Boston Red Sox,Kansas City Royals,7,1
2026-05-19,823704,2,Houston Astros,Minnesota Twins,1,Houston Astros,Minnesota Twins,2,1
2026-05-19,824677,5,Milwaukee Brewers,Chicago Cubs,2,Milwaukee Brewers,Chicago Cubs,5,2
2026-05-19,823059,6,Pittsburgh Pirates,St. Louis Cardinals,9,St. Louis Cardinals,Pittsburgh Pirates,9,6
2026-05-19,824356,10,Texas Rangers,Colorado Rockies,0,Texas Rangers,Colorado Rockies,10,0
2026-05-19,824033,14,Athletics,Los Angeles Angels,6,Athletics,Los Angeles Angels,14,6
2026-05-19,823302,5,Los Angeles Dodgers,San Diego Padres,4,Los Angeles Dodgers,San Diego Padres,5,4
2026-05-19,825086,3,San Francisco Giants,Arizona Diamondbacks,5,Arizona Diamondbacks,San Francisco Giants,5,3
2026-05-19,823136,2,Chicago White Sox,Seattle Mariners,1,Chicago White Sox,Seattle Mariners,2,1
2026-05-20,823462,9,Cincinnati Reds,Philadelphia Phillies,4,Cincinnati Reds,Philadelphia Phillies,9,4
2026-05-20,822977,3,Baltimore Orioles,Tampa Bay Rays,5,Tampa Bay Rays,Baltimore Orioles,5,3
2026-05-20,823703,1,Houston Astros,Minnesota Twins,4,Minnesota Twins,Houston Astros,4,1
2026-05-20,824355,5,Texas Rangers,Colorado Rockies,4,Texas Rangers,Colorado Rockies,5,4
2026-05-20,825084,3,San Francisco Giants,Arizona Diamondbacks,6,Arizona Diamondbacks,San Francisco Giants,6,3
2026-05-20,823134,4,Chicago White Sox,Seattle Mariners,5,Seattle Mariners,Chicago White Sox,5,4
2026-05-20,824273,3,Cleveland Guardians,Detroit Tigers,2,Cleveland Guardians,Detroit Tigers,3,2
2026-05-20,823866,9,Atlanta Braves,Miami Marlins,1,Atlanta Braves,Miami Marlins,9,1
2026-05-20,822735,4,New York Mets,Washington Nationals,8,Washington Nationals,New York Mets,8,4
2026-05-20,823547,2,Toronto Blue Jays,New York Yankees,1,Toronto Blue Jays,New York Yankees,2,1
2026-05-20,824111,4,Boston Red Sox,Kansas City Royals,3,Boston Red Sox,Kansas City Royals,4,3
2026-05-20,824678,5,Milwaukee Brewers,Chicago Cubs,0,Milwaukee Brewers,Chicago Cubs,5,0
2026-05-20,823057,7,Pittsburgh Pirates,St. Louis Cardinals,0,Pittsburgh Pirates,St. Louis Cardinals,7,0
2026-05-20,823299,4,Los Angeles Dodgers,San Diego Padres,0,Los Angeles Dodgers,San Diego Padres,4,0
2026-05-20,824032,6,Athletics,Los Angeles Angels,5,Athletics,Los Angeles Angels,6,5
2026-05-21,824274,3,Cleveland Guardians,Detroit Tigers,1,Cleveland Guardians,Detroit Tigers,3,1
2026-05-21,823056,6,Pittsburgh Pirates,St. Louis Cardinals,2,Pittsburgh Pirates,St. Louis Cardinals,6,2
2026-05-21,822733,2,New York Mets,Washington Nationals,1,New York Mets,Washington Nationals,2,1
2026-05-21,823864,9,Atlanta Braves,Miami Marlins,3,Atlanta Braves,Miami Marlins,9,3
2026-05-21,823545,2,Toronto Blue Jays,New York Yankees,0,Toronto Blue Jays,New York Yankees,2,0
2026-05-21,824031,3,Athletics,Los Angeles Angels,2,Athletics,Los Angeles Angels,3,2
2026-05-21,825083,1,Colorado Rockies,Arizona Diamondbacks,2,Arizona Diamondbacks,Colorado Rockies,2,1
2026-05-22,824679,4,Houston Astros,Chicago Cubs,2,Houston Astros,Chicago Cubs,4,2
2026-05-22,823461,1,Cleveland Guardians,Philadelphia Phillies,0,Cleveland Guardians,Philadelphia Phillies,1,0
2026-05-22,823546,4,Tampa Bay Rays,New York Yankees,2,Tampa Bay Rays,New York Yankees,4,2
2026-05-22,822816,2,Pittsburgh Pirates,Toronto Blue Jays,6,Toronto Blue Jays,Pittsburgh Pirates,6,2
2026-05-22,824761,8,Minnesota Twins,Boston Red Sox,6,Minnesota Twins,Boston Red Sox,8,6
2026-05-22,823863,1,New York Mets,Miami Marlins,2,Miami Marlins,New York Mets,2,1
2026-05-22,824842,4,Detroit Tigers,Baltimore Orioles,7,Baltimore Orioles,Detroit Tigers,7,4
2026-05-22,824922,4,Washington Nationals,Atlanta Braves,5,Atlanta Braves,Washington Nationals,5,4
2026-05-22,824110,2,Seattle Mariners,Kansas City Royals,0,Seattle Mariners,Kansas City Royals,2,0
2026-05-22,823788,1,Los Angeles Dodgers,Milwaukee Brewers,5,Milwaukee Brewers,Los Angeles Dodgers,5,1
